type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,18/03/2024 14:44:51,28.64942667,-17.75846833,3.20,62,,0,,11,38,,
T,18/03/2024 14:44:54,28.64942667,-17.75842667,3.30,60,,0,,11,38,,
T,18/03/2024 14:44:57,28.64942667,-17.75844333,3.60,59,,0,,10,38,,
T,18/03/2024 14:45:00,28.64942000,-17.75841333,3.90,59,,0,,8,38,,
T,18/03/2024 14:45:03,28.64941667,-17.75839333,4.10,59,,0,,8,38,,
T,18/03/2024 14:45:06,28.64942500,-17.75834000,4.40,59,,0,,8,38,,
T,18/03/2024 14:45:09,28.64941667,-17.75827000,4.50,59,,0,,9,38,,
T,18/03/2024 14:45:12,28.64941833,-17.75823667,4.60,59,,0,,8,38,,
T,18/03/2024 14:45:15,28.64942000,-17.75823333,4.60,59,,0,,9,38,,
T,18/03/2024 14:45:18,28.64941833,-17.75823500,4.50,59,,0,,9,38,,
T,18/03/2024 14:45:21,28.64942167,-17.75825000,4.50,59,,0,,9,38,,
T,18/03/2024 14:45:24,28.64941833,-17.75825167,4.40,59,,0,,8,38,,
T,18/03/2024 14:45:27,28.64941667,-17.75827333,3.70,59,,0,,10,38,,
T,18/03/2024 14:45:30,28.64940500,-17.75834333,3.00,58,,0,,14,38,,
T,18/03/2024 14:45:33,28.64940167,-17.75836833,2.70,57,,0,,13,38,,
T,18/03/2024 14:45:36,28.64940167,-17.75836833,2.80,57,,0,,14,38,,
T,18/03/2024 14:45:39,28.64940167,-17.75836833,2.70,57,,0,,13,38,,
T,18/03/2024 14:45:42,28.64940167,-17.75836833,2.70,57,,0,,13,38,,
T,18/03/2024 14:45:45,28.64940167,-17.75836833,2.60,57,,0,,12,38,,
T,18/03/2024 14:45:48,28.64940167,-17.75836833,2.60,57,,0,,12,38,,
T,18/03/2024 14:45:51,28.64940167,-17.75836833,2.50,57,,0,,13,38,,
T,18/03/2024 14:45:54,28.64940167,-17.75836833,2.50,57,,0,,13,38,,
T,18/03/2024 14:45:57,28.64940167,-17.75836833,2.50,57,,0,,13,38,,
T,18/03/2024 14:46:00,28.64940167,-17.75836833,2.40,57,,0,,13,38,,
T,18/03/2024 14:46:03,28.64940167,-17.75836833,2.30,57,,0,,13,38,,
T,18/03/2024 14:46:06,28.64940167,-17.75836833,2.40,57,,0,,14,38,,
T,18/03/2024 14:46:09,28.64940167,-17.75836833,2.40,57,,0,,14,38,,
T,18/03/2024 14:46:12,28.64938000,-17.75827333,2.50,56,,0,,14,38,,
T,18/03/2024 14:46:15,28.64937500,-17.75827500,2.50,56,,0,,15,38,,
T,18/03/2024 14:46:18,28.64937500,-17.75827500,2.40,56,,0,,15,38,,
T,18/03/2024 14:46:21,28.64937500,-17.75827500,2.40,56,,0,,15,38,,
T,18/03/2024 14:46:24,28.64937500,-17.75827500,2.50,56,,0,,15,38,,
T,18/03/2024 14:46:27,28.64937500,-17.75827500,2.50,56,,0,,15,38,,
T,18/03/2024 14:46:30,28.64937500,-17.75827500,2.60,56,,0,,14,37,,
T,18/03/2024 14:46:33,28.64937500,-17.75827500,2.70,56,,0,,13,37,,
T,18/03/2024 14:46:36,28.64937500,-17.75827500,2.90,56,,0,,12,37,,
T,18/03/2024 14:46:39,28.64937500,-17.75827500,3.10,56,,0,,11,37,,
T,18/03/2024 14:46:42,28.64937500,-17.75827500,3.30,56,,0,,11,37,,
T,18/03/2024 14:46:45,28.64937500,-17.75827500,3.40,56,,0,,11,37,,
T,18/03/2024 14:46:48,28.64943333,-17.75827667,3.60,56,,0,,11,37,,
T,18/03/2024 14:46:51,28.64942667,-17.75826000,3.70,56,,0,,11,37,,
T,18/03/2024 14:46:54,28.64942833,-17.75826833,3.90,56,,0,,10,37,,
T,18/03/2024 14:46:57,28.64942833,-17.75826833,2.00,56,,0,,9,37,,
T,18/03/2024 14:47:00,28.64942833,-17.75826833,2.60,56,,0,,10,37,,
T,18/03/2024 14:47:03,28.64942833,-17.75826833,3.10,56,,0,,10,37,,
T,18/03/2024 14:47:06,28.64942833,-17.75826833,3.60,56,,0,,9,37,,
T,18/03/2024 14:47:09,28.64943667,-17.75825333,3.90,56,,0,,8,37,,
T,18/03/2024 14:47:12,28.64943833,-17.75829667,4.30,55,,0,,7,37,,
T,18/03/2024 14:47:15,28.64944167,-17.75832167,4.60,55,,0,,6,37,,
T,18/03/2024 14:47:18,28.64943000,-17.75831500,4.80,55,,0,,7,37,,
T,18/03/2024 14:47:21,28.64943000,-17.75832333,2.50,55,,0,,7,37,,
T,18/03/2024 14:47:24,28.64942833,-17.75832500,3.20,55,,0,,7,37,,
T,18/03/2024 14:47:27,28.64942833,-17.75832667,3.30,55,,0,,8,37,,
T,18/03/2024 14:47:30,28.64941500,-17.75826000,3.70,55,,0,,9,37,,
T,18/03/2024 14:47:33,28.64941500,-17.75825833,4.00,55,,0,,9,37,,
T,18/03/2024 14:47:36,28.64941833,-17.75828167,4.20,55,,0,,8,37,,
T,18/03/2024 14:47:39,28.64941833,-17.75831500,4.20,55,,0,,9,37,,
T,18/03/2024 14:47:42,28.64942833,-17.75836500,4.30,55,,0,,9,37,,
T,18/03/2024 14:47:45,28.64942333,-17.75835000,4.40,55,,0,,8,37,,
T,18/03/2024 14:47:48,28.64942167,-17.75835167,4.50,55,,0,,8,37,,
T,18/03/2024 14:47:51,28.64940167,-17.75831167,4.60,54,,0,,8,37,,
T,18/03/2024 14:47:54,28.64940167,-17.75830500,4.70,54,,0,,8,37,,
T,18/03/2024 14:47:57,28.64940167,-17.75829667,4.80,54,,0,,8,37,,
T,18/03/2024 14:48:00,28.64939333,-17.75830000,4.70,54,,0,,8,37,,
T,18/03/2024 14:48:03,28.64938333,-17.75828000,4.70,54,,0,,8,37,,
T,18/03/2024 14:48:06,28.64938333,-17.75828833,4.50,54,,0,,9,37,,
T,18/03/2024 14:48:09,28.64938333,-17.75828833,4.00,54,,0,,10,37,,
T,18/03/2024 14:48:12,28.64938333,-17.75828833,3.40,54,,0,,10,37,,
T,18/03/2024 14:48:15,28.64938333,-17.75828833,3.60,54,,0,,11,37,,
T,18/03/2024 14:48:18,28.64938333,-17.75828833,3.30,54,,0,,11,37,,
T,18/03/2024 14:48:21,28.64938333,-17.75828833,3.50,54,,0,,10,37,,
T,18/03/2024 14:48:24,28.64938333,-17.75828833,3.60,54,,0,,11,37,,
T,18/03/2024 14:48:27,28.64938333,-17.75828833,3.20,54,,0,,12,37,,
T,18/03/2024 14:48:30,28.64938333,-17.75828833,3.00,54,,0,,11,37,,
T,18/03/2024 14:48:33,28.64938333,-17.75828833,3.20,54,,0,,12,37,,
T,18/03/2024 14:48:36,28.64938333,-17.75828833,3.00,54,,0,,11,37,,
T,18/03/2024 14:48:39,28.64938333,-17.75828833,3.20,54,,0,,11,37,,
T,18/03/2024 14:48:42,28.64938333,-17.75828833,3.10,54,,0,,13,37,,
T,18/03/2024 14:48:45,28.64938333,-17.75828833,3.00,54,,0,,12,37,,
T,18/03/2024 14:48:48,28.64938333,-17.75828833,2.90,54,,0,,13,37,,
T,18/03/2024 14:48:51,28.64938333,-17.75828833,3.00,54,,0,,12,37,,
T,18/03/2024 14:48:54,28.64938333,-17.75828833,2.80,54,,0,,14,37,,
T,18/03/2024 14:48:57,28.64938333,-17.75828833,2.70,54,,0,,14,37,,
T,18/03/2024 14:49:00,28.64937667,-17.75824667,2.70,63,,0,82,15,37,,
T,18/03/2024 14:49:03,28.64937500,-17.75825500,2.70,64,,0,,15,37,,
T,18/03/2024 14:49:06,28.64937500,-17.75825500,2.70,64,,0,,15,37,,
T,18/03/2024 14:49:09,28.64937500,-17.75825500,2.80,64,,0,,14,37,,
T,18/03/2024 14:49:12,28.64937500,-17.75825500,2.90,64,,0,,17,37,,
T,18/03/2024 14:49:15,28.64937500,-17.75825500,2.90,64,,0,,17,37,,
T,18/03/2024 14:49:18,28.64937500,-17.75825500,2.90,64,,0,,15,37,,
T,18/03/2024 14:49:21,28.64937500,-17.75825500,3.00,64,,0,,13,37,,
T,18/03/2024 14:49:24,28.64937500,-17.75825500,2.80,64,,0,,15,37,,
T,18/03/2024 14:49:27,28.64937500,-17.75825500,2.70,64,,0,,14,37,,
T,18/03/2024 14:49:30,28.64937500,-17.75825500,2.70,64,,0,,13,37,,
T,18/03/2024 14:49:33,28.64937500,-17.75825500,2.60,64,,0,,14,37,,
T,18/03/2024 14:49:36,28.64937500,-17.75825500,2.50,64,,0,,14,37,,
T,18/03/2024 14:49:39,28.64937500,-17.75825500,2.50,64,,0,,14,37,,
T,18/03/2024 14:49:42,28.64937500,-17.75825500,2.40,64,,0,,14,37,,
T,18/03/2024 14:49:45,28.64937500,-17.75825500,2.30,64,,0,,15,37,,
T,18/03/2024 14:49:48,28.64937500,-17.75825500,2.30,64,,0,,16,37,,
T,18/03/2024 14:49:51,28.64937500,-17.75825500,2.30,64,,0,,16,37,,
T,18/03/2024 14:49:54,28.64937500,-17.75825500,2.40,64,,0,,16,37,,
T,18/03/2024 14:49:57,28.64937500,-17.75825500,2.50,64,,0,,15,37,,
T,18/03/2024 14:50:00,28.64937500,-17.75825500,2.50,64,,0,,16,37,,
T,18/03/2024 14:50:03,28.64937500,-17.75825500,2.60,64,,0,,14,37,,
T,18/03/2024 14:50:06,28.64937500,-17.75825500,2.60,64,,0,,13,37,,
T,18/03/2024 14:50:09,28.64937500,-17.75825500,2.70,64,,0,,12,37,,
T,18/03/2024 14:50:12,28.64937500,-17.75825500,2.70,64,,0,,12,37,,
T,18/03/2024 14:50:15,28.64940833,-17.75835000,2.70,54,,0,,13,37,,
T,18/03/2024 14:50:18,28.64941167,-17.75833667,2.70,54,,0,,12,37,,
T,18/03/2024 14:50:21,28.64941167,-17.75833667,2.70,54,,0,,14,37,,
T,18/03/2024 14:50:24,28.64941167,-17.75833667,2.60,54,,0,,14,37,,
T,18/03/2024 14:50:27,28.64941167,-17.75833667,2.60,54,,0,,13,37,,
T,18/03/2024 14:50:30,28.64941167,-17.75833667,2.60,54,,0,,14,37,,
T,18/03/2024 14:50:33,28.64941167,-17.75833667,2.60,54,,0,,13,37,,
T,18/03/2024 14:50:36,28.64941167,-17.75833667,2.80,54,,0,,12,37,,
T,18/03/2024 14:50:39,28.64941167,-17.75833667,2.90,54,,0,,12,37,,
T,18/03/2024 14:50:42,28.64941167,-17.75833667,3.00,54,,0,,12,37,,
T,18/03/2024 14:50:45,28.64941167,-17.75833667,2.90,54,,0,,14,37,,
T,18/03/2024 14:50:48,28.64941167,-17.75833667,2.80,54,,0,,14,37,,
T,18/03/2024 14:50:51,28.64941167,-17.75833667,2.70,54,,0,,16,37,,
T,18/03/2024 14:50:54,28.64943667,-17.75828167,2.80,56,,0,,16,37,,
T,18/03/2024 14:50:57,28.64944500,-17.75828167,2.90,57,,0,,13,37,,
T,18/03/2024 14:51:00,28.64944667,-17.75828833,3.00,57,,0,,13,37,,
T,18/03/2024 14:51:03,28.64943667,-17.75832000,3.10,58,,0,,13,37,,
T,18/03/2024 14:51:06,28.64942167,-17.75828833,2.90,59,,0,61,15,37,,
T,18/03/2024 14:51:09,28.64942167,-17.75827667,2.80,60,,0,230,14,37,,
T,18/03/2024 14:51:12,28.64941000,-17.75827167,2.80,60,,0,,14,37,,
T,18/03/2024 14:51:15,28.64941000,-17.75827167,2.80,60,,0,,15,37,,
T,18/03/2024 14:51:18,28.64941000,-17.75827167,2.80,60,,0,,15,38,,
T,18/03/2024 14:51:21,28.64936667,-17.75830333,2.80,63,,0,,15,38,,
T,18/03/2024 14:51:24,28.64935833,-17.75830333,2.80,64,,0,,15,38,,
T,18/03/2024 14:51:27,28.64935833,-17.75830333,2.80,64,,0,,15,38,,
T,18/03/2024 14:51:30,28.64935833,-17.75830333,2.80,64,,0,,15,38,,
T,18/03/2024 14:51:33,28.64935833,-17.75830333,2.70,64,,0,,15,38,,
T,18/03/2024 14:51:36,28.64935833,-17.75830333,2.80,64,,0,,15,38,,
T,18/03/2024 14:51:39,28.64934833,-17.75831667,2.90,67,,0,,14,38,,
T,18/03/2024 14:51:42,28.64934833,-17.75832000,3.10,67,,0,,15,38,,
T,18/03/2024 14:51:45,28.64934833,-17.75832000,2.90,67,,0,,15,38,,
T,18/03/2024 14:51:48,28.64934833,-17.75832000,2.80,67,,0,,15,38,,
T,18/03/2024 14:51:51,28.64934833,-17.75832000,2.70,67,,0,,15,38,,
T,18/03/2024 14:51:54,28.64934833,-17.75832000,2.60,67,,0,,15,38,,
T,18/03/2024 14:51:57,28.64934833,-17.75832000,2.60,67,,0,,17,38,,
T,18/03/2024 14:52:00,28.64934833,-17.75832000,2.50,67,,0,,17,38,,
T,18/03/2024 14:52:03,28.64934833,-17.75832000,2.50,67,,0,,14,38,,
T,18/03/2024 14:52:06,28.64934833,-17.75832000,2.50,67,,0,,14,38,,
T,18/03/2024 14:52:09,28.64934833,-17.75832000,2.60,67,,0,,13,38,,
T,18/03/2024 14:52:12,28.64934833,-17.75832000,2.90,67,,0,,11,38,,
T,18/03/2024 14:52:15,28.64934833,-17.75832000,2.80,67,,0,,11,38,,
T,18/03/2024 14:52:18,28.64934833,-17.75832000,2.70,67,,0,,11,38,,
T,18/03/2024 14:52:21,28.64934833,-17.75832000,2.60,67,,0,,13,38,,
T,18/03/2024 14:52:24,28.64940167,-17.75840833,2.60,70,,0,284,13,38,,
T,18/03/2024 14:52:27,28.64940167,-17.75841333,2.80,70,,0,,13,38,,
T,18/03/2024 14:52:30,28.64940167,-17.75841333,2.90,70,,0,,13,38,,
T,18/03/2024 14:52:33,28.64940167,-17.75841333,3.00,70,,0,,13,38,,
T,18/03/2024 14:52:36,28.64940167,-17.75841333,3.20,70,,0,,13,38,,
T,18/03/2024 14:52:39,28.64940167,-17.75841333,3.10,70,,0,,13,38,,
T,18/03/2024 14:52:42,28.64940333,-17.75840333,2.90,72,,0,241,13,38,,
T,18/03/2024 14:52:45,28.64938333,-17.75842167,2.70,71,,0,,14,39,,
T,18/03/2024 14:52:48,28.64938333,-17.75841167,2.70,71,,0,236,15,39,,
T,18/03/2024 14:52:51,28.64939833,-17.75843167,2.70,72,,0,,13,39,,
T,18/03/2024 14:52:54,28.64940667,-17.75844000,2.70,72,,0,,12,39,,
T,18/03/2024 14:52:57,28.64940500,-17.75847500,2.60,72,,0,,13,39,,
T,18/03/2024 14:53:00,28.64940167,-17.75848667,2.60,72,,0,,14,39,,
T,18/03/2024 14:53:03,28.64940167,-17.75848667,2.60,72,,0,,12,39,,
T,18/03/2024 14:53:06,28.64940167,-17.75848667,2.60,72,,0,,10,39,,
T,18/03/2024 14:53:09,28.64940167,-17.75848667,2.60,72,,0,,12,39,,
T,18/03/2024 14:53:12,28.64940167,-17.75848667,2.50,72,,0,,13,39,,
T,18/03/2024 14:53:15,28.64940167,-17.75848667,2.40,72,,0,,13,39,,
T,18/03/2024 14:53:18,28.64940167,-17.75848667,2.50,72,,0,,14,39,,
T,18/03/2024 14:53:21,28.64940167,-17.75848667,2.60,72,,0,,12,39,,
T,18/03/2024 14:53:24,28.64937333,-17.75850000,2.60,73,,0,256,14,39,,
T,18/03/2024 14:53:27,28.64937667,-17.75848000,2.70,74,,0,233,13,39,,
T,18/03/2024 14:53:30,28.64938500,-17.75847167,2.70,74,,0,46,13,39,,
T,18/03/2024 14:53:33,28.64939000,-17.75846333,2.70,75,,0,,13,39,,
T,18/03/2024 14:53:36,28.64938500,-17.75845000,2.70,75,,0,,11,39,,
T,18/03/2024 14:53:39,28.64938500,-17.75845167,3.00,75,,0,,11,39,,
T,18/03/2024 14:53:42,28.64938333,-17.75845667,2.90,77,,0,,11,39,,
T,18/03/2024 14:53:45,28.64939000,-17.75845667,3.10,77,,0,,10,39,,
T,18/03/2024 14:53:48,28.64939667,-17.75849833,3.00,79,,0,,12,39,,
T,18/03/2024 14:53:51,28.64939333,-17.75850667,3.00,80,,0,259,12,39,,
T,18/03/2024 14:53:54,28.64938833,-17.75849500,2.90,81,,0,228,13,39,,
T,18/03/2024 14:53:57,28.64939500,-17.75847167,2.80,81,,0,,14,39,,
T,18/03/2024 14:54:00,28.64938667,-17.75848667,2.70,82,,0,257,15,39,,
T,18/03/2024 14:54:03,28.64938500,-17.75848667,2.70,81,,0,262,14,39,,
T,18/03/2024 14:54:06,28.64936667,-17.75847333,2.70,81,,0,142,15,39,,
T,18/03/2024 14:54:09,28.64937000,-17.75845000,2.60,80,,0,,16,39,,
T,18/03/2024 14:54:12,28.64936500,-17.75844167,2.50,80,,0,,16,39,,
T,18/03/2024 14:54:15,28.64936500,-17.75844167,2.50,80,,0,,17,39,,
T,18/03/2024 14:54:18,28.64936500,-17.75844167,2.50,80,,0,,18,39,,
T,18/03/2024 14:54:21,28.64936500,-17.75844167,2.50,80,,0,,17,39,,
T,18/03/2024 14:54:24,28.64936500,-17.75844167,2.50,80,,0,,17,39,,
T,18/03/2024 14:54:27,28.64936500,-17.75844167,2.50,80,,0,,16,39,,
T,18/03/2024 14:54:30,28.64936500,-17.75844167,2.40,80,,0,,17,39,,
T,18/03/2024 14:54:33,28.64936500,-17.75844167,2.50,80,,0,,14,39,,
T,18/03/2024 14:54:36,28.64936500,-17.75844167,2.60,80,,0,,12,39,,
T,18/03/2024 14:54:39,28.64936500,-17.75844167,2.70,80,,0,,12,39,,
T,18/03/2024 14:54:42,28.64937833,-17.75846667,2.60,76,,0,281,13,39,,
T,18/03/2024 14:54:45,28.64938000,-17.75845833,2.60,76,,0,,12,39,,
T,18/03/2024 14:54:48,28.64938000,-17.75845833,2.60,76,,0,,12,39,,
T,18/03/2024 14:54:51,28.64938000,-17.75845833,2.50,76,,0,,12,39,,
T,18/03/2024 14:54:54,28.64938000,-17.75845833,2.40,76,,0,,13,39,,
T,18/03/2024 14:54:57,28.64938000,-17.75845833,2.40,76,,0,,15,39,,
T,18/03/2024 14:55:00,28.64938000,-17.75845833,2.30,76,,0,,15,39,,
T,18/03/2024 14:55:03,28.64938000,-17.75845833,2.20,76,,0,,15,39,,
T,18/03/2024 14:55:06,28.64938000,-17.75845833,2.20,76,,0,,17,39,,
T,18/03/2024 14:55:09,28.64938000,-17.75845833,2.10,76,,0,,20,39,,
T,18/03/2024 14:55:12,28.64938000,-17.75845833,2.10,76,,0,,19,39,,
T,18/03/2024 14:55:15,28.64938000,-17.75845833,2.10,76,,0,,18,39,,
T,18/03/2024 14:55:18,28.64938000,-17.75845833,2.10,76,,0,,19,39,,
T,18/03/2024 14:55:21,28.64938000,-17.75845833,2.20,76,,0,,18,39,,
T,18/03/2024 14:55:24,28.64938000,-17.75845833,2.20,76,,0,,17,39,,
T,18/03/2024 14:55:27,28.64938000,-17.75845833,2.40,76,,0,,15,39,,
T,18/03/2024 14:55:30,28.64938000,-17.75845833,1.90,76,,0,,11,39,,
T,18/03/2024 14:55:33,28.64938000,-17.75845833,2.30,76,,0,,13,39,,
T,18/03/2024 14:55:36,28.64938000,-17.75845833,2.50,76,,0,,13,39,,
T,18/03/2024 14:55:39,28.64938000,-17.75845833,2.60,76,,0,,13,39,,
T,18/03/2024 14:55:42,28.64938000,-17.75845833,2.70,76,,0,,12,39,,
T,18/03/2024 14:55:45,28.64938000,-17.75845833,2.80,76,,0,,11,39,,
T,18/03/2024 14:55:48,28.64938000,-17.75845833,3.10,76,,0,,13,39,,
T,18/03/2024 14:55:51,28.64938000,-17.75845833,3.20,76,,0,,13,39,,
T,18/03/2024 14:55:54,28.64940833,-17.75840000,3.20,70,,0,,15,39,,
T,18/03/2024 14:55:57,28.64939000,-17.75838833,2.80,69,,0,,15,39,,
T,18/03/2024 14:56:00,28.64939000,-17.75838000,2.70,68,,0,,16,39,,
T,18/03/2024 14:56:03,28.64939000,-17.75838000,2.70,68,,0,,15,39,,
T,18/03/2024 14:56:06,28.64938500,-17.75841333,2.70,67,,0,265,16,39,,
T,18/03/2024 14:56:09,28.64940667,-17.75842167,2.70,66,,0,,16,39,,
T,18/03/2024 14:56:12,28.64941833,-17.75841833,2.80,65,,0,,14,39,,
T,18/03/2024 14:56:15,28.64941833,-17.75841833,2.70,65,,0,,14,39,,
T,18/03/2024 14:56:18,28.64941833,-17.75841833,2.70,65,,0,,14,39,,
T,18/03/2024 14:56:21,28.64941833,-17.75841833,2.80,65,,0,,16,39,,
T,18/03/2024 14:56:24,28.64941833,-17.75841833,2.80,65,,0,,15,39,,
T,18/03/2024 14:56:27,28.64940667,-17.75831667,2.70,65,,0,,15,39,,
T,18/03/2024 14:56:30,28.64941000,-17.75833167,2.70,65,,0,,15,39,,
T,18/03/2024 14:56:33,28.64941000,-17.75833167,2.70,65,,0,,18,39,,
T,18/03/2024 14:56:36,28.64941333,-17.75838833,2.70,66,,0,,16,39,,
T,18/03/2024 14:56:39,28.64941667,-17.75839833,2.90,66,,0,,14,39,,
T,18/03/2024 14:56:42,28.64940833,-17.75841500,3.00,67,,0,,13,39,,
T,18/03/2024 14:56:45,28.64940500,-17.75840500,3.10,67,,0,,12,39,,
T,18/03/2024 14:56:48,28.64939000,-17.75840167,3.10,68,,0,,10,39,,
T,18/03/2024 14:56:51,28.64939667,-17.75842667,3.10,68,,0,,12,39,,
T,18/03/2024 14:56:54,28.64939833,-17.75847667,2.80,69,,0,306,16,39,,
T,18/03/2024 14:56:57,28.64939667,-17.75851000,2.60,69,,0,271,16,39,,
T,18/03/2024 14:57:00,28.64939167,-17.75850333,2.40,69,,0,18,16,39,,
T,18/03/2024 14:57:03,28.64940333,-17.75851167,2.30,68,,0,,16,39,,
T,18/03/2024 14:57:06,28.64940500,-17.75851833,2.20,67,,0,,16,39,,
T,18/03/2024 14:57:09,28.64940500,-17.75851833,2.20,67,,0,,15,39,,
T,18/03/2024 14:57:12,28.64940500,-17.75851833,2.20,67,,0,,16,39,,
T,18/03/2024 14:57:15,28.64940500,-17.75851833,2.20,67,,0,,17,39,,
T,18/03/2024 14:57:18,28.64940500,-17.75851833,2.20,67,,0,,15,39,,
T,18/03/2024 14:57:21,28.64940500,-17.75851833,2.20,67,,0,,16,39,,
T,18/03/2024 14:57:24,28.64940500,-17.75851833,2.30,67,,0,,16,39,,
T,18/03/2024 14:57:27,28.64939333,-17.75850167,2.40,64,,0,88,14,39,,
T,18/03/2024 14:57:30,28.64939833,-17.75850000,2.30,63,,0,,16,39,,
T,18/03/2024 14:57:33,28.64940167,-17.75849167,2.30,62,,0,109,15,39,,
T,18/03/2024 14:57:36,28.64940333,-17.75849167,2.20,62,,0,112,15,39,,
T,18/03/2024 14:57:39,28.64940833,-17.75850000,2.20,62,,0,,16,39,,
T,18/03/2024 14:57:42,28.64940667,-17.75849500,2.30,62,,0,,14,39,,
T,18/03/2024 14:57:45,28.64940667,-17.75849500,2.40,62,,0,,14,39,,
T,18/03/2024 14:57:48,28.64940667,-17.75849500,2.40,62,,0,,15,39,,
T,18/03/2024 14:57:51,28.64940667,-17.75849500,2.50,62,,0,,16,39,,
T,18/03/2024 14:57:54,28.64940667,-17.75849500,2.50,62,,0,,16,39,,
T,18/03/2024 14:57:57,28.64940667,-17.75849500,2.60,62,,0,,14,39,,
T,18/03/2024 14:58:00,28.64940667,-17.75849500,2.50,62,,0,,15,39,,
T,18/03/2024 14:58:03,28.64940667,-17.75849500,2.50,62,,0,,16,39,,
T,18/03/2024 14:58:06,28.64940667,-17.75849500,2.50,62,,0,,16,39,,
T,18/03/2024 14:58:09,28.64937667,-17.75838833,2.50,61,,0,110,16,39,,
T,18/03/2024 14:58:12,28.64937333,-17.75836333,2.50,61,,0,,16,39,,
T,18/03/2024 14:58:15,28.64937333,-17.75836333,2.50,61,,0,,16,39,,
T,18/03/2024 14:58:18,28.64937333,-17.75836333,2.60,61,,0,,15,39,,
T,18/03/2024 14:58:21,28.64937333,-17.75836333,2.70,61,,0,,15,39,,
T,18/03/2024 14:58:24,28.64940667,-17.75832500,2.80,62,,0,97,12,39,,
T,18/03/2024 14:58:27,28.64940667,-17.75832667,2.90,61,,0,,14,39,,
T,18/03/2024 14:58:30,28.64940667,-17.75832667,2.90,61,,0,,14,38,,
T,18/03/2024 14:58:33,28.64940667,-17.75832667,2.90,61,,0,,14,38,,
T,18/03/2024 14:58:36,28.64938000,-17.75833000,2.90,60,,0,,14,38,,
T,18/03/2024 14:58:39,28.64936833,-17.75830333,3.00,59,,0,,13,38,,
T,18/03/2024 14:58:42,28.64936167,-17.75830333,2.90,59,,0,261,14,38,,
T,18/03/2024 14:58:45,28.64935500,-17.75833833,2.90,59,,0,,14,38,,
T,18/03/2024 14:58:48,28.64936500,-17.75833167,2.90,59,,0,,13,38,,
T,18/03/2024 14:58:51,28.64937667,-17.75835333,2.90,60,,0,,13,37,,
T,18/03/2024 14:58:54,28.64939333,-17.75836167,3.00,61,,0,,15,38,,
T,18/03/2024 14:58:57,28.64940000,-17.75835167,3.00,62,,0,,15,38,,
T,18/03/2024 14:59:00,28.64939000,-17.75834500,2.90,62,,0,,15,38,,
T,18/03/2024 14:59:03,28.64940167,-17.75835333,2.90,63,,0,,14,38,,
T,18/03/2024 14:59:06,28.64941333,-17.75831667,3.10,62,,0,,13,38,,
T,18/03/2024 14:59:09,28.64941667,-17.75829333,3.10,63,,0,73,13,38,,
T,18/03/2024 14:59:12,28.64941833,-17.75830167,3.30,63,,0,,11,39,,
T,18/03/2024 14:59:15,28.64941833,-17.75828833,3.40,63,,0,,12,39,,
T,18/03/2024 14:59:18,28.64940833,-17.75831167,3.50,63,,0,,11,38,,
T,18/03/2024 14:59:21,28.64940500,-17.75831167,3.60,63,,0,,14,39,,
T,18/03/2024 14:59:24,28.64940500,-17.75831167,3.00,63,,0,,16,39,,
T,18/03/2024 14:59:27,28.64940500,-17.75831167,2.90,63,,0,,15,39,,
T,18/03/2024 14:59:30,28.64938167,-17.75833667,2.90,67,,0,278,15,39,,
T,18/03/2024 14:59:33,28.64938500,-17.75837000,2.90,68,,0,,15,39,,
T,18/03/2024 14:59:36,28.64939333,-17.75839833,2.80,69,,0,312,14,39,,
T,18/03/2024 14:59:39,28.64940167,-17.75842167,2.60,69,,0,,16,39,,
T,18/03/2024 14:59:42,28.64940333,-17.75843833,2.40,69,,0,,18,39,,
T,18/03/2024 14:59:45,28.64940333,-17.75843833,2.30,69,,0,,18,39,,
T,18/03/2024 14:59:48,28.64940333,-17.75843833,2.30,69,,0,,17,39,,
T,18/03/2024 14:59:51,28.64940333,-17.75843833,2.30,69,,0,,16,39,,
T,18/03/2024 14:59:54,28.64940333,-17.75843833,2.30,69,,0,,17,39,,
T,18/03/2024 14:59:57,28.64940333,-17.75843833,2.20,69,,0,,18,39,,
T,18/03/2024 15:00:00,28.64940333,-17.75843833,2.20,69,,0,,18,39,,
T,18/03/2024 15:00:03,28.64940333,-17.75843833,2.10,69,,0,,18,39,,
T,18/03/2024 15:00:06,28.64940333,-17.75843833,2.10,69,,0,,17,39,,
T,18/03/2024 15:00:09,28.64940333,-17.75843833,2.10,69,,0,,17,39,,
T,18/03/2024 15:00:12,28.64940333,-17.75843833,2.10,69,,0,,17,39,,
T,18/03/2024 15:00:15,28.64940333,-17.75843833,2.10,69,,0,,16,39,,
T,18/03/2024 15:00:18,28.64940333,-17.75843833,2.20,69,,0,,17,39,,
T,18/03/2024 15:00:21,28.64940333,-17.75843833,2.20,69,,0,,16,39,,
T,18/03/2024 15:00:24,28.64940333,-17.75843833,2.20,69,,0,,15,39,,
T,18/03/2024 15:00:27,28.64936333,-17.75838000,2.20,67,,0,96,16,39,,
T,18/03/2024 15:00:30,28.64936500,-17.75837333,2.30,67,,0,90,15,39,,
T,18/03/2024 15:00:33,28.64936833,-17.75837500,2.30,68,,0,94,14,39,,
T,18/03/2024 15:00:36,28.64937000,-17.75836167,2.50,68,,0,86,13,39,,
