type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,14/03/2024 13:58:42,28.36106333,-16.65788333,2.10,774,,0,,20,38,,
T,14/03/2024 13:58:45,28.36106333,-16.65788333,2.20,774,,0,,22,38,,
T,14/03/2024 13:58:48,28.36106333,-16.65788333,2.20,774,,0,,21,38,,
T,14/03/2024 13:58:51,28.36106333,-16.65788333,2.20,774,,0,,21,38,,
T,14/03/2024 13:58:54,28.36106333,-16.65788333,2.20,774,,0,,22,38,,
T,14/03/2024 13:58:57,28.36106333,-16.65788333,2.10,774,,0,,20,38,,
T,14/03/2024 13:59:00,28.36106333,-16.65788333,2.00,774,,0,,19,38,,
T,14/03/2024 13:59:03,28.36106333,-16.65788333,2.00,774,,0,,19,38,,
T,14/03/2024 13:59:06,28.36106333,-16.65788333,1.90,774,,0,,19,38,,
T,14/03/2024 13:59:09,28.36106333,-16.65788333,2.00,774,,0,,20,38,,
T,14/03/2024 13:59:12,28.36106333,-16.65788333,2.00,774,,0,,19,38,,
T,14/03/2024 13:59:15,28.36106333,-16.65788333,2.00,774,,0,,18,38,,
T,14/03/2024 13:59:18,28.36106333,-16.65788333,2.10,774,,0,,19,38,,
T,14/03/2024 13:59:21,28.36106333,-16.65788333,2.10,774,,0,,20,38,,
T,14/03/2024 13:59:24,28.36106333,-16.65788333,2.10,774,,0,,21,38,,
T,14/03/2024 13:59:27,28.36106333,-16.65788333,2.10,774,,0,,21,38,,
T,14/03/2024 13:59:30,28.36106333,-16.65788333,2.00,774,,0,,21,38,,
T,14/03/2024 13:59:33,28.36106333,-16.65788333,1.90,774,,0,,20,39,,
T,14/03/2024 13:59:36,28.36106333,-16.65788333,1.90,774,,0,,21,39,,
T,14/03/2024 13:59:39,28.36106333,-16.65788333,1.90,774,,0,,21,39,,
T,14/03/2024 13:59:42,28.36106333,-16.65788333,1.90,774,,0,,21,39,,
T,14/03/2024 13:59:45,28.36106333,-16.65788333,2.10,774,,0,,19,39,,
T,14/03/2024 13:59:48,28.36115167,-16.65786333,2.00,770,,0,94,18,39,,
T,14/03/2024 13:59:51,28.36115667,-16.65786500,1.70,771,,0,,20,39,,
T,14/03/2024 13:59:54,28.36115667,-16.65786500,1.50,771,,0,,17,39,,
T,14/03/2024 13:59:57,28.36115667,-16.65786500,1.80,771,,0,,17,39,,
T,14/03/2024 14:00:00,28.36115667,-16.65786500,2.20,771,,0,,16,39,,
T,14/03/2024 14:00:03,28.36115667,-16.65786500,1.70,771,,0,,15,39,,
T,14/03/2024 14:00:06,28.36115667,-16.65786500,2.30,771,,0,,16,39,,
T,14/03/2024 14:00:09,28.36115667,-16.65786500,2.50,771,,0,,16,38,,
T,14/03/2024 14:00:12,28.36115667,-16.65786500,1.70,771,,0,,16,39,,
T,14/03/2024 14:00:15,28.36112333,-16.65785167,1.90,770,,0,,15,39,,
T,14/03/2024 14:00:18,28.36112833,-16.65782667,2.20,770,,0,,16,39,,
T,14/03/2024 14:00:21,28.36112833,-16.65782667,1.80,770,,0,,17,39,,
T,14/03/2024 14:00:24,28.36112833,-16.65782667,1.60,770,,0,,17,39,,
T,14/03/2024 14:00:27,28.36112833,-16.65782667,1.60,770,,0,,16,39,,
T,14/03/2024 14:00:30,28.36112833,-16.65782667,1.60,770,,0,,15,39,,
T,14/03/2024 14:00:33,28.36112833,-16.65782667,1.70,770,,0,,17,39,,
T,14/03/2024 14:00:36,28.36112833,-16.65782667,2.00,770,,0,,18,39,,
T,14/03/2024 14:00:39,28.36112833,-16.65782667,2.30,770,,0,,14,38,,
T,14/03/2024 14:00:42,28.36112833,-16.65782667,2.60,770,,0,,14,39,,
T,14/03/2024 14:00:45,28.36112833,-16.65782667,2.70,770,,0,,14,39,,
T,14/03/2024 14:00:48,28.36112833,-16.65782667,1.70,770,,0,,15,39,,
T,14/03/2024 14:00:51,28.36112833,-16.65782667,1.70,770,,0,,15,39,,
T,14/03/2024 14:00:54,28.36112833,-16.65782667,2.20,770,,0,,15,39,,
T,14/03/2024 14:00:57,28.36112833,-16.65782667,2.30,770,,0,,14,39,,
T,14/03/2024 14:01:00,28.36112833,-16.65782667,2.00,770,,0,,16,39,,
T,14/03/2024 14:01:03,28.36112833,-16.65782667,2.40,770,,0,,16,39,,
T,14/03/2024 14:01:06,28.36112833,-16.65782667,2.40,770,,0,,15,39,,
T,14/03/2024 14:01:09,28.36112833,-16.65782667,1.80,770,,0,,17,39,,
T,14/03/2024 14:01:12,28.36112833,-16.65782667,1.60,770,,0,,18,39,,
T,14/03/2024 14:01:15,28.36112833,-16.65782667,1.50,770,,0,,18,39,,
T,14/03/2024 14:01:18,28.36112833,-16.65782667,1.50,770,,0,,18,39,,
T,14/03/2024 14:01:21,28.36112833,-16.65782667,1.50,770,,0,,18,39,,
T,14/03/2024 14:01:24,28.36112833,-16.65782667,1.50,770,,0,,18,39,,
T,14/03/2024 14:01:27,28.36112833,-16.65782667,1.70,770,,0,,17,39,,
T,14/03/2024 14:01:30,28.36112833,-16.65782667,1.90,770,,0,,18,39,,
T,14/03/2024 14:01:33,28.36112833,-16.65782667,1.60,770,,0,,18,39,,
T,14/03/2024 14:01:36,28.36112833,-16.65782667,1.50,770,,0,,19,39,,
T,14/03/2024 14:01:39,28.36112833,-16.65782667,1.50,770,,0,,19,39,,
T,14/03/2024 14:01:42,28.36112833,-16.65782667,1.90,770,,0,,16,39,,
T,14/03/2024 14:01:45,28.36112833,-16.65782667,2.00,770,,0,,17,39,,
T,14/03/2024 14:01:48,28.36112833,-16.65782667,2.00,770,,0,,17,39,,
T,14/03/2024 14:01:51,28.36112833,-16.65782667,2.10,770,,0,,17,39,,
T,14/03/2024 14:01:54,28.36112833,-16.65782667,1.60,770,,0,,17,39,,
T,14/03/2024 14:01:57,28.36112833,-16.65782667,1.60,770,,0,,17,39,,
T,14/03/2024 14:02:00,28.36112833,-16.65782667,1.60,770,,0,,17,39,,
T,14/03/2024 14:02:03,28.36112833,-16.65782667,1.80,770,,0,,16,39,,
T,14/03/2024 14:02:06,28.36112833,-16.65782667,2.00,770,,0,,16,39,,
T,14/03/2024 14:02:09,28.36112833,-16.65782667,1.70,770,,0,,16,39,,
T,14/03/2024 14:02:12,28.36112833,-16.65782667,1.60,770,,0,,15,39,,
T,14/03/2024 14:02:15,28.36112833,-16.65782667,1.60,770,,0,,15,39,,
T,14/03/2024 14:02:18,28.36112833,-16.65782667,1.60,770,,0,,16,39,,
T,14/03/2024 14:02:21,28.36112833,-16.65782667,1.60,770,,0,,15,39,,
T,14/03/2024 14:02:24,28.36113833,-16.65786167,1.60,771,,0,,18,39,,
T,14/03/2024 14:02:27,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:02:30,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:02:33,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:02:36,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:02:39,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:02:42,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:02:45,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:02:48,28.36114000,-16.65786000,1.60,771,,0,,18,39,,
T,14/03/2024 14:02:51,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:02:54,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:02:57,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:00,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:03,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:03:06,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:09,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:03:12,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:15,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:18,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:21,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:24,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:27,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:30,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:33,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:36,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:03:39,28.36114000,-16.65786000,1.60,771,,0,,18,39,,
T,14/03/2024 14:03:42,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:03:45,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:03:48,28.36114000,-16.65786000,1.80,771,,0,,17,39,,
T,14/03/2024 14:03:51,28.36114000,-16.65786000,1.70,771,,0,,15,39,,
T,14/03/2024 14:03:54,28.36114000,-16.65786000,1.50,771,,0,,19,39,,
T,14/03/2024 14:03:57,28.36114000,-16.65786000,1.80,771,,0,,18,39,,
T,14/03/2024 14:04:00,28.36114000,-16.65786000,2.10,771,,0,,18,39,,
T,14/03/2024 14:04:03,28.36114000,-16.65786000,1.60,771,,0,,18,39,,
T,14/03/2024 14:04:06,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:09,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:12,28.36114000,-16.65786000,1.90,771,,0,,17,39,,
T,14/03/2024 14:04:15,28.36114000,-16.65786000,2.00,771,,0,,19,39,,
T,14/03/2024 14:04:18,28.36114000,-16.65786000,1.60,771,,0,,19,39,,
T,14/03/2024 14:04:21,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:24,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:27,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:30,28.36114000,-16.65786000,1.50,771,,0,,18,39,,
T,14/03/2024 14:04:33,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:36,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:39,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:42,28.36114000,-16.65786000,1.50,771,,0,,15,39,,
T,14/03/2024 14:04:45,28.36114000,-16.65786000,1.50,771,,0,,16,39,,
T,14/03/2024 14:04:48,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:51,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:54,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:04:57,28.36114000,-16.65786000,1.50,771,,0,,16,39,,
T,14/03/2024 14:05:00,28.36114000,-16.65786000,1.50,771,,0,,16,39,,
T,14/03/2024 14:05:03,28.36114000,-16.65786000,1.50,771,,0,,16,39,,
T,14/03/2024 14:05:06,28.36114000,-16.65786000,1.50,771,,0,,17,39,,
T,14/03/2024 14:05:09,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:05:12,28.36114000,-16.65786000,1.50,771,,0,,15,39,,
T,14/03/2024 14:05:15,28.36114000,-16.65786000,1.60,771,,0,,15,39,,
T,14/03/2024 14:05:18,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:21,28.36114000,-16.65786000,1.90,771,,0,,16,39,,
T,14/03/2024 14:05:24,28.36114000,-16.65786000,1.70,771,,0,,17,39,,
T,14/03/2024 14:05:27,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:30,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:05:33,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:36,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:39,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:42,28.36114000,-16.65786000,1.60,771,,0,,17,39,,
T,14/03/2024 14:05:45,28.36114000,-16.65786000,1.70,771,,0,,18,39,,
T,14/03/2024 14:05:48,28.36114000,-16.65786000,2.00,771,,0,,17,39,,
T,14/03/2024 14:05:51,28.36114000,-16.65786000,1.80,771,,0,,15,39,,
T,14/03/2024 14:05:54,28.36114000,-16.65786000,1.60,771,,0,,15,39,,
T,14/03/2024 14:05:57,28.36114000,-16.65786000,1.70,771,,0,,16,39,,
T,14/03/2024 14:06:00,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:06:03,28.36114000,-16.65786000,1.70,771,,0,,16,39,,
T,14/03/2024 14:06:06,28.36114000,-16.65786000,1.70,771,,0,,16,39,,
T,14/03/2024 14:06:09,28.36114000,-16.65786000,1.60,771,,0,,16,39,,
T,14/03/2024 14:06:12,28.36114000,-16.65786000,1.90,771,,0,,16,39,,
T,14/03/2024 14:06:15,28.36105667,-16.65780833,2.30,769,,0,,16,39,,
T,14/03/2024 14:06:18,28.36105833,-16.65780500,1.70,769,,0,,16,39,,
T,14/03/2024 14:06:21,28.36105833,-16.65780500,1.70,769,,0,,15,39,,
T,14/03/2024 14:06:24,28.36105833,-16.65780500,1.70,769,,0,,14,39,,
T,14/03/2024 14:06:27,28.36105833,-16.65780500,1.80,769,,0,,15,39,,
T,14/03/2024 14:06:30,28.36105833,-16.65780500,2.10,769,,0,,16,39,,
T,14/03/2024 14:06:33,28.36103667,-16.65777833,2.50,768,,0,242,14,39,,
T,14/03/2024 14:06:36,28.36104667,-16.65777167,2.80,768,,0,62,15,38,,
T,14/03/2024 14:06:39,28.36107833,-16.65779167,2.80,767,,0,,15,38,,
T,14/03/2024 14:06:42,28.36109000,-16.65782333,2.80,766,,0,167,14,38,,
T,14/03/2024 14:06:45,28.36107833,-16.65784167,2.70,766,,0,237,15,38,,
T,14/03/2024 14:06:48,28.36107000,-16.65783500,2.70,765,,0,300,15,38,,
T,14/03/2024 14:06:51,28.36107000,-16.65785833,2.60,766,,0,299,14,38,,
T,14/03/2024 14:06:54,28.36106333,-16.65785833,2.50,766,,0,132,13,38,,
T,14/03/2024 14:06:57,28.36108167,-16.65786667,2.60,766,,0,339,13,38,,
T,14/03/2024 14:07:00,28.36109000,-16.65787000,2.40,767,,0,,13,38,,
T,14/03/2024 14:07:03,28.36108000,-16.65786500,2.60,767,,0,170,14,38,,
T,14/03/2024 14:07:06,28.36106333,-16.65785833,2.80,768,,0,,12,38,,
T,14/03/2024 14:07:09,28.36105333,-16.65784667,2.80,768,,0,,13,38,,
T,14/03/2024 14:07:12,28.36106167,-16.65784833,2.80,770,,0,179,14,38,,
T,14/03/2024 14:07:15,28.36106667,-16.65785833,2.90,771,,0,,13,38,,
T,14/03/2024 14:07:18,28.36107167,-16.65787333,2.80,773,,0,248,14,38,,
T,14/03/2024 14:07:21,28.36109333,-16.65788667,2.70,775,,0,,14,38,,
T,14/03/2024 14:07:24,28.36110000,-16.65788667,2.50,775,,0,,14,38,,
T,14/03/2024 14:07:27,28.36110000,-16.65788667,2.40,775,,0,,16,38,,
T,14/03/2024 14:07:30,28.36110000,-16.65788667,2.30,775,,0,,15,38,,
T,14/03/2024 14:07:33,28.36110000,-16.65788667,2.30,775,,0,,16,38,,
T,14/03/2024 14:07:36,28.36110000,-16.65788667,2.40,775,,0,,15,38,,
T,14/03/2024 14:07:39,28.36110000,-16.65788667,2.30,775,,0,,17,38,,
T,14/03/2024 14:07:42,28.36110000,-16.65788667,2.10,775,,0,,17,38,,
T,14/03/2024 14:07:45,28.36110000,-16.65788667,2.00,775,,0,,17,38,,
T,14/03/2024 14:07:48,28.36110000,-16.65788667,2.30,775,,0,,15,38,,
T,14/03/2024 14:07:51,28.36110000,-16.65788667,2.40,775,,0,,15,37,,
T,14/03/2024 14:07:54,28.36110667,-16.65789000,2.30,771,,0,286,17,38,,
T,14/03/2024 14:07:57,28.36107500,-16.65788833,2.20,771,,0,,18,38,,
T,14/03/2024 14:08:00,28.36107500,-16.65788833,2.20,771,,0,,15,38,,
T,14/03/2024 14:08:03,28.36107500,-16.65788833,2.20,771,,0,,16,38,,
T,14/03/2024 14:08:06,28.36107500,-16.65788833,2.30,771,,0,,15,38,,
T,14/03/2024 14:08:09,28.36106167,-16.65787000,2.50,770,,0,71,15,38,,
T,14/03/2024 14:08:12,28.36106833,-16.65785333,2.60,771,,0,,14,38,,
T,14/03/2024 14:08:15,28.36107000,-16.65784000,2.60,772,,0,82,15,37,,
T,14/03/2024 14:08:18,28.36107667,-16.65785500,2.60,773,,0,209,15,38,,
T,14/03/2024 14:08:21,28.36107667,-16.65786333,2.50,773,,0,,15,38,,
T,14/03/2024 14:08:24,28.36107500,-16.65786500,2.40,773,,0,,15,38,,
T,14/03/2024 14:08:27,28.36107000,-16.65784500,2.50,773,,0,,16,38,,
T,14/03/2024 14:08:30,28.36107833,-16.65783500,2.50,774,,0,97,15,38,,
T,14/03/2024 14:08:33,28.36108167,-16.65783667,2.30,774,,0,,15,38,,
T,14/03/2024 14:08:36,28.36108167,-16.65783667,2.10,774,,0,,16,38,,
T,14/03/2024 14:08:39,28.36108167,-16.65783667,2.10,774,,0,,16,38,,
T,14/03/2024 14:08:42,28.36108167,-16.65783667,2.00,774,,0,,15,38,,
T,14/03/2024 14:08:45,28.36108167,-16.65783667,2.00,774,,0,,15,38,,
T,14/03/2024 14:08:48,28.36108167,-16.65783667,2.00,774,,0,,16,37,,
T,14/03/2024 14:08:51,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:08:54,28.36108167,-16.65783667,2.30,774,,0,,16,38,,
T,14/03/2024 14:08:57,28.36108167,-16.65783667,2.30,774,,0,,15,38,,
T,14/03/2024 14:09:00,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:09:03,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:09:06,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:09:09,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:09:12,28.36108167,-16.65783667,2.20,774,,0,,16,38,,
T,14/03/2024 14:09:15,28.36108167,-16.65783667,2.20,774,,0,,15,38,,
T,14/03/2024 14:09:18,28.36108167,-16.65783667,2.20,774,,0,,14,38,,
T,14/03/2024 14:09:21,28.36108167,-16.65783667,2.30,774,,0,,13,38,,
T,14/03/2024 14:09:24,28.36108167,-16.65783667,2.40,774,,0,,14,38,,
T,14/03/2024 14:09:27,28.36108167,-16.65783667,1.70,774,,0,,14,38,,
T,14/03/2024 14:09:30,28.36114500,-16.65785833,1.90,771,,0,,15,38,,
T,14/03/2024 14:09:33,28.36114167,-16.65785667,2.20,771,,0,,15,38,,
T,14/03/2024 14:09:36,28.36114167,-16.65785667,2.50,771,,0,,14,38,,
T,14/03/2024 14:09:39,28.36114167,-16.65785667,1.90,771,,0,,14,38,,
T,14/03/2024 14:09:42,28.36113833,-16.65787333,1.70,771,,0,,14,38,,
T,14/03/2024 14:09:45,28.36114000,-16.65785833,2.20,771,,0,,14,38,,
T,14/03/2024 14:09:48,28.36115667,-16.65784167,2.60,771,,0,69,13,38,,
T,14/03/2024 14:09:51,28.36117667,-16.65782500,2.50,771,,0,337,16,38,,
T,14/03/2024 14:09:54,28.36117667,-16.65781167,2.40,772,,0,,16,38,,
T,14/03/2024 14:09:57,28.36116667,-16.65780667,2.40,772,,0,,14,38,,
T,14/03/2024 14:10:00,28.36116667,-16.65780667,2.40,772,,0,,14,38,,
T,14/03/2024 14:10:03,28.36116667,-16.65780667,2.40,772,,0,,14,38,,
T,14/03/2024 14:10:06,28.36116667,-16.65780667,2.40,772,,0,,14,38,,
T,14/03/2024 14:10:09,28.36116667,-16.65780667,2.50,772,,0,,13,38,,
T,14/03/2024 14:10:12,28.36112000,-16.65782000,2.60,771,,0,125,14,38,,
T,14/03/2024 14:10:15,28.36112333,-16.65782000,2.30,771,,0,,14,38,,
T,14/03/2024 14:10:18,28.36112333,-16.65782000,2.20,771,,0,,15,38,,
T,14/03/2024 14:10:21,28.36112333,-16.65782000,2.10,771,,0,,14,38,,
T,14/03/2024 14:10:24,28.36112333,-16.65782000,2.10,771,,0,,14,38,,
T,14/03/2024 14:10:27,28.36112333,-16.65782000,1.80,771,,0,,15,38,,
T,14/03/2024 14:10:30,28.36112333,-16.65782000,1.60,771,,0,,16,38,,
T,14/03/2024 14:10:33,28.36112333,-16.65782000,1.60,771,,0,,16,38,,
T,14/03/2024 14:10:36,28.36112333,-16.65782000,1.50,771,,0,,15,38,,
T,14/03/2024 14:10:39,28.36112333,-16.65782000,1.60,771,,0,,15,38,,
T,14/03/2024 14:10:42,28.36112333,-16.65782000,1.60,771,,0,,15,38,,
T,14/03/2024 14:10:45,28.36112333,-16.65782000,1.60,771,,0,,16,38,,
T,14/03/2024 14:10:48,28.36112333,-16.65782000,1.60,771,,0,,15,38,,
T,14/03/2024 14:10:51,28.36112333,-16.65782000,1.60,771,,0,,14,38,,
T,14/03/2024 14:10:54,28.36112333,-16.65782000,1.60,771,,0,,15,38,,
T,14/03/2024 14:10:57,28.36112333,-16.65782000,1.90,771,,0,,14,38,,
T,14/03/2024 14:11:00,28.36109167,-16.65780833,2.20,772,,0,,13,38,,
T,14/03/2024 14:11:03,28.36109667,-16.65781333,2.20,772,,0,,15,38,,
T,14/03/2024 14:11:06,28.36109667,-16.65781333,1.80,772,,0,,15,38,,
T,14/03/2024 14:11:09,28.36109667,-16.65781333,1.80,772,,0,,15,38,,
T,14/03/2024 14:11:12,28.36109667,-16.65781333,2.00,772,,0,,15,38,,
T,14/03/2024 14:11:15,28.36109667,-16.65781333,2.00,772,,0,,16,38,,
T,14/03/2024 14:11:18,28.36109667,-16.65781333,2.00,772,,0,,16,38,,
T,14/03/2024 14:11:21,28.36109667,-16.65781333,2.10,772,,0,,16,38,,
T,14/03/2024 14:11:24,28.36109667,-16.65781333,2.10,772,,0,,16,38,,
T,14/03/2024 14:11:27,28.36109667,-16.65781333,1.80,772,,0,,16,38,,
T,14/03/2024 14:11:30,28.36108333,-16.65782167,1.60,772,,0,,16,38,,
T,14/03/2024 14:11:33,28.36107667,-16.65782667,1.60,772,,0,,15,38,,
T,14/03/2024 14:11:36,28.36107000,-16.65782000,1.60,772,,0,,15,38,,
T,14/03/2024 14:11:39,28.36106667,-16.65781667,1.70,772,,0,,16,38,,
T,14/03/2024 14:11:42,28.36106667,-16.65781500,2.00,772,,0,,15,38,,
T,14/03/2024 14:11:45,28.36106667,-16.65781500,2.20,772,,0,,16,38,,
T,14/03/2024 14:11:48,28.36106667,-16.65781500,1.70,772,,0,,15,38,,
T,14/03/2024 14:11:51,28.36106667,-16.65781500,1.60,772,,0,,13,38,,
T,14/03/2024 14:11:54,28.36106667,-16.65781500,2.00,772,,0,,13,38,,
T,14/03/2024 14:11:57,28.36106667,-16.65781500,2.30,772,,0,,13,38,,
T,14/03/2024 14:12:00,28.36106667,-16.65781500,2.40,772,,0,,14,38,,
T,14/03/2024 14:12:03,28.36106667,-16.65781500,2.40,772,,0,,14,38,,
T,14/03/2024 14:12:06,28.36106667,-16.65781500,2.40,772,,0,,15,38,,
T,14/03/2024 14:12:09,28.36106667,-16.65781500,2.30,772,,0,,16,38,,
T,14/03/2024 14:12:12,28.36106667,-16.65781500,2.30,772,,0,,16,38,,
T,14/03/2024 14:12:15,28.36106667,-16.65781500,2.30,772,,0,,16,38,,
T,14/03/2024 14:12:18,28.36106667,-16.65781500,1.80,772,,0,,16,38,,
T,14/03/2024 14:12:21,28.36106667,-16.65781500,1.80,772,,0,,16,39,,
T,14/03/2024 14:12:24,28.36106667,-16.65781500,2.10,772,,0,,15,39,,
T,14/03/2024 14:12:27,28.36106667,-16.65781500,2.10,772,,0,,15,39,,
T,14/03/2024 14:12:30,28.36106667,-16.65781500,2.10,772,,0,,15,39,,
T,14/03/2024 14:12:33,28.36106667,-16.65781500,1.60,772,,0,,14,39,,
T,14/03/2024 14:12:36,28.36106667,-16.65781500,1.70,772,,0,,15,39,,
T,14/03/2024 14:12:39,28.36106667,-16.65781500,1.90,772,,0,,15,39,,
T,14/03/2024 14:12:42,28.36108000,-16.65780833,2.20,771,,0,148,15,39,,
T,14/03/2024 14:12:45,28.36109667,-16.65782667,2.60,770,,0,,14,39,,
T,14/03/2024 14:12:48,28.36109667,-16.65782667,2.70,770,,0,,14,39,,
T,14/03/2024 14:12:51,28.36109667,-16.65782667,2.70,770,,0,,15,39,,
T,14/03/2024 14:12:54,28.36109667,-16.65782667,2.60,770,,0,,13,39,,
T,14/03/2024 14:12:57,28.36109667,-16.65782667,2.60,770,,0,,15,39,,
T,14/03/2024 14:13:00,28.36109667,-16.65782667,2.50,770,,0,,15,39,,
T,14/03/2024 14:13:03,28.36109667,-16.65782667,2.50,770,,0,,14,39,,
T,14/03/2024 14:13:06,28.36109667,-16.65782667,2.40,770,,0,,16,39,,
T,14/03/2024 14:13:09,28.36109667,-16.65782667,2.40,770,,0,,16,39,,
T,14/03/2024 14:13:12,28.36109667,-16.65782667,2.40,770,,0,,15,39,,
T,14/03/2024 14:13:15,28.36109667,-16.65782667,2.40,770,,0,,15,39,,
T,14/03/2024 14:13:18,28.36109667,-16.65782667,2.30,770,,0,,15,39,,
T,14/03/2024 14:13:21,28.36109667,-16.65782667,2.30,770,,0,,16,39,,
T,14/03/2024 14:13:24,28.36109667,-16.65782667,2.30,770,,0,,14,39,,
T,14/03/2024 14:13:27,28.36109667,-16.65782667,2.40,770,,0,,15,39,,
T,14/03/2024 14:13:30,28.36113667,-16.65787167,2.40,776,,0,,15,39,,
T,14/03/2024 14:13:33,28.36112000,-16.65787167,2.30,777,,0,,16,39,,
T,14/03/2024 14:13:36,28.36112000,-16.65787333,2.30,777,,0,,16,39,,
T,14/03/2024 14:13:39,28.36112000,-16.65787333,2.40,777,,0,,16,39,,
T,14/03/2024 14:13:42,28.36112000,-16.65787333,2.30,777,,0,,17,39,,
T,14/03/2024 14:13:45,28.36111667,-16.65784833,2.20,783,,0,332,18,39,,
T,14/03/2024 14:13:48,28.36111667,-16.65784167,2.20,785,,0,,18,39,,
T,14/03/2024 14:13:51,28.36111667,-16.65784167,2.30,785,,0,,17,39,,
T,14/03/2024 14:13:54,28.36111667,-16.65784167,2.30,785,,0,,15,39,,
T,14/03/2024 14:13:57,28.36111667,-16.65784167,2.20,785,,0,,16,39,,
T,14/03/2024 14:14:00,28.36111667,-16.65784167,2.20,785,,0,,15,39,,
T,14/03/2024 14:14:03,28.36111667,-16.65784167,2.20,785,,0,,15,39,,
T,14/03/2024 14:14:06,28.36111667,-16.65784167,2.30,785,,0,,16,39,,
T,14/03/2024 14:14:09,28.36111667,-16.65784167,2.30,785,,0,,15,39,,
T,14/03/2024 14:14:12,28.36111667,-16.65784167,2.20,785,,0,,15,39,,
T,14/03/2024 14:14:15,28.36111667,-16.65784167,2.20,785,,0,,15,39,,
T,14/03/2024 14:14:18,28.36111667,-16.65784167,2.30,785,,0,,15,39,,
T,14/03/2024 14:14:21,28.36111667,-16.65784167,2.20,785,,0,,15,39,,
T,14/03/2024 14:14:24,28.36111667,-16.65784167,2.30,785,,0,,16,39,,
T,14/03/2024 14:14:27,28.36111667,-16.65784167,2.20,785,,0,,17,39,,
